n1	t	n2
dévorer I.1	S_1	dévoreur N I
dévorer I.1	S_1	dévoreuse I
dévorer I.1	Syn_∩	manger V I.1b
reine I.a	Syn_⊂^sex	roi I
impératrice 1	Syn_⊂^sex	empereur
sujet Adj	Syn_∩	enclin
monarchie b	Syn_∩	royaume II
monarchie b	Syn_⊂	état 2 b
monarchie b	Contr	démocratie I.b
monarchie b	Contr	république b
monarchie b	Cap	monarque I
royaume II	Syn_∩	monarchie b
royal	S_0	roi I
royauté	Syn_∩	trône I.2
reine I.b	Syn_⊂	épouse 1
souverain Adj	Syn_∩	définitif
monarque II	Gener	papillon I
monarque II	Gener	insecte I.a
monarque II	Gener	insectes I.b
royalement	S_0∩	roi I
dévoration II	V_0	dévorer I.2
dévoration I	V_0	dévorer I.1
acte II.1	Syn_∩	action II
commencer III.2b	Syn_∩	débuter II.2
commencer III.2b	Syn_∩	s’engager II.1
commencer III.2b	Syn_∩	se mettre III.1
commencer III.2b	Syn_∩	s’initer
commencer III.2b	Syn_∩	se lancer
commencer III.2b	Syn_∩	partir 1 IV.1a
commencer III.2b	Anti	arrêter V.2a
entamé	Contr	entier Adj I
s’entasser I	S_0	entassement I.b
s’entasser I	Result_1	s’entasser I
s’entasser I	Syn_∩	s’accumuler
s’entasser I	Syn_∩	s’amasser
s’entasser I	Syn_∩	s’amonceler
entassement I.b	Syn_∩	amas 1
entassement I.b	Syn_∩	amoncellement
entassement I.b	Syn_∩	tas I
entassement I.b	Syn_∩	colline II
entassement I.b	V_0	s’entasser I
entassement I.b	S_res	entassement I.b
entassé I	CausPred	entasser I
entente	V_0	s’entendre 1
entente	Syn_∩	concert II.2
s’entendre 1	S_0	entente
s’entendre 1	AntiBon	comme chien et chat 1
s’entendre 1	Bon	comme larrons en foire
s’entendre 2	S_0⊃	accord 1
déterrer	Anti	enterrer I
enterrement	V_0⊂	enterrer I
enterrement	Syn_∩	obsèques
enterrement	Gener	cérémonie
enterrer II	S_0⊃	enterrement
enterrer II	S_2	mort N, masc
enterrer II	S_2	morte
enterrer II	S_2	cadavre I.a
enterrer II	A_2Perf	enterré 2
enterrer II	S_loc	cimetière
enterrer II	S_1^usual	pompes funèbres
enterré 2	Syn_∩	inhumé
entêtement	A_1	têtu Adj I.a
entêtement	A_1	entêté Adj
entêtement	S_1	entêté N
entêtement	S_1	entêtée
entêtement	V_0	s’entêter
entêtement	S_1^usual	têtu N
entêtement	S_1^usual	têtue
entêtement	Syn_⊃	tête dure 1
entêté Adj	V_0⊂	tête dure 1
entêté N	Syn_⊃^sex	entêtée
entêté N	Syn_∩	tête dure 2
entêtée	Syn_⊂^sex	entêté N
entêtée	Syn_∩	tête dure 2
têtu N	Syn_⊃^sex	têtue
têtue	Syn_⊂^sex	têtu N
obstiné Adj a	Syn_∩	têtu Adj I.a
obstiné Adj a	S_1	obstiné N
obstiné Adj a	S_1	obstinée
buté	Syn_∩	têtu Adj I.a
intraitable	Syn_∩	têtu Adj I.a
intransigeant	Syn_∩	têtu Adj I.a
inflexible II	Syn_∩	têtu Adj I.a
inflexible II	Anti	flexible Adj II
borné	Syn_⊂	têtu Adj I.a
cabochard Adj	Syn	têtu Adj I.a
accommodant	Anti_∩	têtu Adj I.a
arrangeant	Anti_∩	têtu Adj I.a
arrangeant	AntiBon	du bois dont on fait les flûtes
conciliant	Anti_∩	têtu Adj I.a
flexible Adj II	Anti_∩	têtu Adj I.a
flexible Adj II	Anti	inflexible II
souple III	Anti_∩	têtu Adj I.a
souple III	S_0Pred	souplesse III
cabochard N	Syn_⊃^sex	cabocharde
cabocharde	Syn_⊂^sex	cabochard N
tête de mule	A_1	têtu Adj I.a
tête de cochon	Syn_⊃	méchant N
tête de cochon	Syn_⊃	méchante
tête de cochon	Syn_⊃	têtu N
tête de cochon	Syn_⊃	têtue
tête de cochon	Syn_∩	peau de vache
tête dure 1	A_1	têtu Adj I.a
tête dure 1	A_1	à III.2
tête dure 1	A_1∩	entêté Adj
tête dure 1	Oper_1	avoir V II
tête dure 1	Syn_⊂	entêtement
têtu Adj II	Syn_∩	stable I
code I	Sing	loi I.1
enthousiasme b	V_0	s’enthousiasmer
enthousiasme b	V_0Conv_21	enthousiasmer
enthousiasme b	A_1	enthousiaste Adj b
enthousiasme b	S_1	enthousiaste N, masc b
enthousiasme b	S_1	enthousiaste N, fém b
enthousiaste Adj a	S_0	enthousiasme a
enthousiaste Adj b	S_0	enthousiasme b
enthousiaste Adj b	Syn_∩	emporté 1
enthousiaste N, masc a	Syn_⊃^sex	enthousiaste N, fém a
maître N III.1	Syn_∩	doyen
enthousiaste N, fém a	Syn_⊂^sex	enthousiaste N, masc a
enthousiaste N, masc b	Syn_⊃^sex	enthousiaste N, fém b
enthousiaste N, fém b	Syn_⊂^sex	enthousiaste N, masc b
enthousiasmer	Syn_∩	affrioler 1
enthousiasmer	Syn_∩	exciter II.1
enthousiasmer	Syn_∩	réjouir
enthousiasmer	Syn_∩	intéresser
entièrement	A_0	entier Adj I
entier N	Gener	nombre I.2
entouré I	Syn_∩	encerclé
s’entourer	MultS_2	entourage
s’entourer	A_1Perf	entouré II
entouré II	Syn_∩	accompagné
entourage	Syn_⊂	cercle II
s’enterrer	Syn_⊂	s’isoler
national Adj II	S_0	nation
national Adj II	Adv_0	nationalement I
national Adj I.1	S_0∩	pays I.1a
national Adj I.1	Contr	international
national Adj I.1	Anti_∩	local Adj I
national Adj I.1	Anti_∩	régional 2
national Adj I.1	Anti_∩	européen Adj II
état 2 a	A_0⊃	étatique
état 2 a	Syn_∩	pays I.1a
étatique	S_0⊂	état 2 a
nationalement I	S_0	nation
nationalement I	A_0	national Adj II
nationalement II	Contr	internationalement
nationalement II	S_0∩	pays I.1a
injustice II	Syn_∩	tort 2
nationaliste Adj	S_0	nationalisme
nationalisme	S_1	nationaliste N, masc
nationalisme	S_1	nationaliste N, fém
nationalisme	A_0	nationaliste Adj
nationalisme	S_2	nation
injuste	S_0Pred	injustice I
injuste	Adv_0	injustement
nationaliste N, masc	Syn_⊃^sex	nationaliste N, fém
foi 1	Syn_∩	confiance
nationaliste N, fém	Syn_⊂^sex	nationaliste N, masc
injustement	Anti	justement
national Adj I.2	CausPred	nationaliser
national Adj I.2	S_0	état 2 b
national Adj I.2	Syn_∩	public Adj 2
nationaliser	S_0	nationalisation
nationaliser	A_2Perf	nationalisé
nationaliser	Anti	dénationaliser
nationaliser	Anti_∩	privatiser
nationalisation	V_0	nationaliser
dévoreur N I	Syn_⊃^sex	dévoreuse I
entraînement 1	V_0⊂	s’entraîner I
dévoreur N II	Syn_⊃^sex	dévoreuse II
s’entraîner II	A_1Perf	entraîné
dévoreuse I	Syn_⊂^sex	dévoreur N I
dévoreuse II	Syn_⊂^sex	dévoreur N II
entraîné	Syn_∩	exercé II
s’entraîner I	S_0⊃	entraînement 1
s’entraîner I	S_3^usual	entraîneur
s’entraîner I	S_3^usual	entraîneuse
innocent Adj I	S_0Pred	innocence I
innocent Adj I	Adv_0	innocemment
mastiquer	Syn	mâcher
universitaire Adj	S_0	université
universitaire Adj	Syn_∩	académique I.1
universitaire N, masc 1	Syn_⊃^sex	universitaire N, fém 1
universitaire N, fém 1	Syn_⊂^sex	universitaire N, masc 1
innocence I	Adv_0	innocemment
innocence I	Syn_∩	candeur
jeûneur	Syn_⊃^sex	jeûneuse
entraîner II	Syn_⊂	emmener
entraînement 2	V_0	entraîner IV
entraîneur	Syn_⊃^sex	entraîneuse
fou N I	Syn_⊃^sex	folle I
entraîner III	Syn_⊂	causer 1 a
entraîner III	S_1	cause I
entraîner III	S_res	conséquence
entraîner III	S_res	effet
entraîner III	S_res	résultat I.1
entraîner III	Syn_∩	conduire IV.3
entraîner III	Syn_∩	déclencher
entraîner III	Syn_∩	provoquer I
entraîner III	Syn_∩	impliquer I.1b
résultat II	Syn_∩	compte rendu
jeûneuse	Syn_⊂^sex	jeûneur
innocent N	Syn_⊃^sex	innocente
résulter	Conv_21	causer 1 a
résulter	S_0	résultat I.1
résulter	Syn_∩	tenir VIII
causal	S_0	cause I
universitaire N, masc 2	Syn_⊃^sex	universitaire N, fém 2
entrée I.2	Contr	sortie II
entrée I.2	Syn_∩	accès II.1
innocemment	A_0	innocent Adj I
innocemment	S_0	innocence I
sortie I	Contr	entrée I.1
sortie I	V_0	sortir I.1
sortie II	Anti	entrée I.2
innocente	Syn_⊂^sex	innocent N
goûteur	Syn_⊃^sex	goûteuse
goûteuse	Syn_⊂^sex	goûteur
entreprise II.1	Syn	boîte II.1
entreprise II.1	Syn_∩	affaire III
entreprise II.1	Syn_∩	société II
entreprise II.1	Syn_∩	maison IV.2
entreprise II.1	A_0⊂	entrepreneurial
entreprise II.1	S_1	entrepreneur
entreprise II.1	S_1	entrepreneuse
entreprise II.1	individu	employé N
entreprise II.1	individu	employée
entreprise II.1	individu	salarié N
entreprise II.1	individu	salariée
entreprise II.1	Syn_⊃	coopérative
entreprenant	Syn_∩	audacieux
entrepreneurial	S_0⊃	entreprise II.1
entrepreneurial	S_0	entrepreneuriat
entrepreneur	Syn_⊃^sex	entrepreneuse
entrepreneuse	Syn_⊂^sex	entrepreneur
entrepreneuriat	A_0	entrepreneurial
animation 1	V_0	animer I
entretien I	V_0	entretenir II
entretenu	Syn_∩	nettoyé I.2
énumération	V_0	énumérer
énumératif	V_0	énumérer
envahissement I	V_0	envahir I
envahisseur	Syn_⊃^sex	envahisseuse
demandeur I	Syn_⊃^sex	demandeuse
envahi I	Syn_∩	colonisé
envahir II	S_0	envahissement II
envahir II	A_2Perf	envahi II
envahir II	Able_1	envahissant
envahissement II	S_0	envahir II
envahi II	Syn_∩	plein Adj I.1
folle I	Syn_⊂^sex	fou N I
à l’égard	Syn_∩	envers Prép
demandeuse	Syn_⊂^sex	demandeur I
vis-à-vis I	Syn_∩	face Prép I
vis-à-vis I	Syn_∩	en face 1
vis-à-vis II	Syn_∩	envers Prép
endroit 2	Anti	envers N
enveloppement 1	V_0	envelopper I.1
enveloppé	Syn_∩	entouré I
enveloppement 2	Syn_∩	enveloppe I
envelopper III	qui	enveloppe I
envelopper III	S_res	enveloppement 2
envelopper III	A_1	enveloppant
angle II.1	A_1	anguleux
angle II.1	Syn_∩	coin II.2
de l’angle	Syn_∩	depuis II
angle III	Syn_∩	aspect II
angle III	Syn_∩	point de vue II.1
envelopper I.2	S_1	enveloppe I
angulaire	S_0	angle I.1a
gaine	Syn_⊂	enveloppe I
gaine	Syn_∩	étui
gaine	Syn_∩	fourreau I
revêtement I.3	Syn_⊃	enveloppe I
film III	Syn_∩	enveloppe I
pellicule II	Syn_∩	film I
pellicule I	Syn_∩	enveloppe I
emballage II	Syn_∩	enveloppe I
recouvrir I.2	A_2	recouvert 2
recouvrir I.1	A_2	recouvert 1
recouvert 2	Syn_⊂	couvert Adj I.1
recouvert 1	S_2^prototyp	tissu I
pli II	Syn_∩	enveloppe II
emballage I	V_0	emballer
fou Adj I	Magn	à lier
fou Adj I	Syn_⊂	trouble psychique
fou Adj I	S_0Pred	folie I
demander I.3	S_1	demandeur I
demander I.3	S_1	demandeuse
demander III.2	Syn_∩	réclamer
à l’intérieur 1	Syn_⊂	dans I.1
à l’intérieur 1	Anti	à l’extérieur 1
à l’intérieur 2	Syn	dedans Adv
demander II	Syn_∩	prier II
cacheter	Syn_∩	sceller
compagne 2	Syn_⊂^sex	compagnon 2
compagnon 2	Syn_⊃^sex	compagne 2
compagnon 2	Syn_∩	ami N I.2
fermer I.4	Syn_∩	lacer
ouvrir I.2b	Anti	fermer I.2a
buveuse 1	Syn_⊂^sex	buveur 1
virer I	S_0	virage I
viral	S_0	virus I
mangeur b	Syn_⊃^sex	mangeuse b
mangeuse b	Syn_⊂^sex	mangeur b
mangeur a	Syn_⊃^sex	mangeuse a
mangeuse a	Syn_⊂^sex	mangeur a
anguleux	Anti_∩	rond Adj I
visite I	V_0⊃	visiter I.1
visite I	S_1	visiteur I
visite I	S_1	visiteuse I
visite I	S_1	visite II
visite I	Oper_1	faire II.1
visite I	Oper_1	rendre II.2
visite I	Oper_2	avoir V III.1
visite I	Oper_2	recevoir III.1
visite I	S_1⊃	invité
visite I	S_1⊃	invitée
visite I	S_2∩	hôte N, masc 1
visite I	S_2∩	hôte N, fém 1
visite I	Loc_in^temp	au cours
visite I	Loc_in^temp	durant 1
visite I	Loc_in^temp	pendant Prép 1
visite I	Caus_1Oper_1	inviter I
visite I	AntiMagn	petit Adj IV
visite I	AntiVer	de politesse
vitaminique	S_0	vitamine
vitaminé	S_1^prototyp	fruit I.2
vitaminé	S_1^prototyp	légume I.1a
vitré	S_1^prototyp	paroi
impératrice 2	Syn_⊂	épouse 1
visée	V_0	viser
fleurissement 1	Syn	floraison I
fleurissement 2	V_0	fleurir III.2
floraison II	Syn_∩	abondance
floraison II	Syn_∩	profusion
budget	Syn_⊂	enveloppe III
valeur I.1	Syn_⊃	prix I
valeur I.1	V_0Conv_21	s’élever V
gros Adj VI	Syn_∩	bon Adj II.2
important 2	Syn_∩	gros Adj VI
important 2	S_0Pred	importance 2
petit Adj III.2	Anti	grand Adj III.1
petit Adj III.2	Syn_∩	faible Adj II.a
petit Adj III.2	Syn_∩	limité
petit Adj III.2	Syn_∩	maigre II
réduit III	Syn_∩	restreint
réduit I	Syn_∩	minuscule Adj I.1
allouer	Syn_∩	attribuer
attribuer	Syn_∩	allouer
remettre II	Syn_∩	donner I.1
verser I	Syn_∩	mettre I.1a
verser I	Syn_∩	placer I.a
verser II	Syn_∩	payer I.1
verser II	Syn_∩	régler III
verser II	S_0	versement
réduction I.1	V_0	réduire I.1
se réduire	Syn_∩	se résumer
réduction II	V_0	réduire III
employé Adj	S_2∩	utilisateur
universitaire N, fém 2	Syn_⊂^sex	universitaire N, masc 2
éduc N, masc	Syn_⊃^sex	éducs N, fém
éduc N, masc	Syn_⊃^sex	éducatrice 2
éduc N, masc	Syn	éducateur N 2
recevoir III.2	Syn_∩	subir 2
créer II.1	Syn_⊃	fonder I.1
éducatrice 1	Syn_⊂^sex	éducateur N 1
dégager II	Syn_∩	diffuser I.1
dégager III	S_2	enveloppe III
voter II	Syn_⊂	adopter II
fort Adv I	S_0	force I
fort Adv II.1	Syn_∩	bruyamment
à peu près	Syn_∩	environ
à peu près	Syn_∩	pas loin III
approximativement	Syn_∩	environ
approximativement	Syn_∩	près II.1
approximativement	Syn_∩	pas loin III
fortement I	S_0	force I
grosso modo	Syn_∩	environ
en gros II	Syn_∩	environ
en gros II	Syn_∩	grosso modo
à vue de nez	Syn_∩	environ
exactement 1	Contr	environ
exactement 1	Contr	près II.1
précisément	A_0	précis Adj 1
fort N	Anti	faible N I
manger N	Syn_∩	nourriture I
environner	S_1	environnement I
environner	A_1	environnant
environnant	Syn_∩	ambiant
environnement II	A_0	environnemental
environnemental	S_0	environnement II
alentours	Syn	environs
éducs N, fém	Syn_⊂^sex	éduc N, masc
éducs N, fém	Syn_⊂^sex	éducateur N 2
éducs N, fém	Syn	éducatrice 2
envol	V_0	s’envoler I.1
envolée	V_0	s’envoler II
s’envoler II	S_0	envolée
s’envoler II	Syn_⊂	augmenter I
s’envoler II	Anti	chuter II
s’envoler II	Anti_⊂	baisser III
s’envoler II	Syn_∩	exploser IV
s’envoler II	Syn_∩	flamber III.2
chuter II	Anti	s’envoler II
chuter II	Syn_⊂	baisser III
chuter II	S_0	chute IV
baisse II	V_0	baisser III
baisse II	Anti	hausse
baisser III	S_0	baisse II
baisser III	Syn_⊃	chuter II
baisser III	Anti	augmenter I
baisser III	Anti_⊃	s’envoler II
baisser III	Syn_∩	diminuer III.2
baisser III	Syn_∩	régresser II
mangeable	Syn_∩	immangeable
éducateur N 1	Syn_⊃^sex	éducatrice 1
nourriture I	Syn_∩	manger N
debout IV.2	Anti_∩	délabré
debout IV.2	Anti_∩	détérioré
debout IV.2	Anti_∩	endommagé
debout IV.2	Pred	être V IV.2a
forcer I	Syn_∩	enfoncer I.2
héroïne 1	Syn_⊂^sex	héros 1
forestier	S_0	forêt I
sylvestre	S_0	forêt I
carrée	Syn	chambre I
envoi	V_0	envoyer I.1
envoi	A_2Perf	envoyé
envoi	S_3	destinataire N, masc
envoi	S_3	destinataire N, fém
envoi	S_1	expéditeur
envoi	S_1	expéditrice
envoi	S_2^prototyp	colis
envoi	S_2^prototyp	lettre II
envoyer I.2	S_0	envoi
envoyer I.2	Conv_321	avoir V III.1
envoyer I.2	Conv_321	recevoir I
envoyer I.2	Syn_∩	poster V 1
envoyé	S_1^usual	expéditeur
envoyé	S_1^usual	expéditrice
s’envoyer II	Syn_⊃	boire V I.1
s’envoyer II	Syn_⊃	manger V I.1a
s’envoyer II	Syn_∩	s’enfiler
s’envoyer II	Syn_∩	se taper I
épais 4	Anti	fin Adj I.4
épaisseur	A_1	épais 1
pomme frite	Syn	frites I
cornet a	Syn_∩	barquette a
barquette a	Syn_∩	cornet a
hôte N, fém 1	Syn_⊂^sex	hôte N, masc 1
hôte N, fém 1	Syn	hôtesse
hôte N, fém 1	S_2	hôte N, masc 2a
hôte N, fém 1	S_2	hôte N, fém 2a
dedans N	Syn_⊂	intérieur N
dedans N	Anti	dehors N
dedans N	Anti_⊂	extérieur N I
dehors N	Syn_⊂	extérieur N I
dehors N	Anti	dedans N
dehors N	Anti_⊂	intérieur N
intérieur N	Syn_⊃	dedans N
intérieur N	Anti	extérieur N I
intérieur N	Anti_⊃	dehors N
debout IV.1	Syn_∩	verticalement
debout IV.1	Anti_∩	couché IV
debout IV.1	Anti_∩	horizontalement
debout IV.1	Pred	être V IV.2a
debout IV.1	CausPred	mettre I.1a
extérieur N I	Syn_⊃	dehors N
extérieur N I	Anti	intérieur N
extérieur N I	Anti	dedans N
soupe	Syn_⊃	potage
soupe	Syn_⊃	velouté
soupe	S_instrReal_1	assiette 1 I.a
soupe	S_instrReal_1	bol 1 I.a
soupe	S_instrReal_1	soupière a
soupe	S_instrReal_1	cuillère a
soupe	S_instrReal_1	louche N
soupe	Sing	assiette 1 I.b
soupe	Sing	assiettée
soupe	Sing	bol 1 I.b
soupe	Real_1	manger V I.1a
soupe	Real_1	avaler I.2
à l’extérieur 2	Syn	dehors Adv
à l’extérieur 2	Anti	à l’intérieur 2
à l’extérieur 2	Anti	dedans Adv
à l’extérieur 1	Anti	à l’intérieur 1
rond N	A_0	rond Adj I
rond N	Contr	carré N IV.1
rond N	Syn_∩	cercle Ia
arme blanche	Hypo	épée I
fleuret	Syn_∩	épée I
fleuret	AntiBonReal_1	chasser les mouches
sabre	Syn_∩	épée I
sabre	Hypo	cuillère à pot II
glaive	Syn_∩	épée I
rapière	Syn_∩	épée I
velouté	Syn_⊂	potage
velouté	Syn_⊂	soupe
épellation	V_0⊂	épeler
épicier	Syn_⊃^sex	épicière
épicière	Syn_⊂^sex	épicier
formidablement b	Syn_∩	merveilleusement
formidablement b	A_0	formidable b
avoine I	Gener	végétal N
jugeable	S_1^usual	juge
brioche I	Contr	pain I
brioche I	Gener	viennoiserie
brioche I	S_2^usual	boulangère 1
brioche I	S_2^usual	boulanger N 1
épidémique	S_0	épidémie
bout I.2	Syn_∩	morceau I.1b
bout I.2	Syn_∩	parcelle II
agrafe	Syn_∩	épingle
broche	Syn_∩	épingle
compte I	Oper_1	faire II.1
pointe I.2	Syn_∩	clou I
pointe I.2	Syn_∩	épingle
punaise N II	Syn_∩	épingle
punaise N II	Real_12	punaiser
demi N	Syn_⊂	bière 1 b
demi N	Syn_∩	demi-pièce 2
demi N	Gener	boisson I
demi N	Gener	boisson alcoolisée
maladresse	Anti	adresse 2
maladresse	A_1	maladroit Adj I
adulte Adj II	Syn_∩	responsable Adj 2
en avant I	Syn_∩	devant Prép I.2
après Prép I.2	Anti	avant Prép I.2
après Prép I.2	Syn_∩	plus tard
après Prép I.2	Syn_∩	ensuite
avant Prép I.2	Anti	après Prép I.2
avant Prép I.2	Syn_⊃	auparavant 1
arbitrer	S_1	arbitre N, masc
arbitrer	S_1	arbitre N, fém
arbitrer	S_2	match
croûte	Contr	mie
croûte	Bon	croustillant I
croûte	AntiBon	dur Adj I
carré N II.1a	Syn_⊂	morceau I.1b
carré N II.1a	Syn_⊂	bout I.2
carré N II.1a	Syn_⊂	portion I.1
fortuné	Syn_∩	riche Adj I.1
justement	Anti	injustement
épluchage I	V_0	éplucher I
épluchage I	Syn_∩	pelage 2 1
éplucheur I	Syn_⊃^sex	éplucheuse I
éplucheuse I	Syn_⊂^sex	éplucheur I
éplucheuse II	S_2	fruit I.2
éplucheuse II	S_2	légume I.1a
éplucheur II	S_2	fruit I.2
éplucheur II	S_2	légume I.1a
épluchure	S_1	fruit I.2
épluchure	S_1	légume I.1a
épluché	S_1^prototyp	fruit I.2
épluché	S_1^prototyp	légume I.1a
spongieux	S_1^usual	éponge I
éponge II	Labreal_12	éponger I
éponge II	Real_1	passer VII.1
s’éponger	S_2^prototyp	front I
épongeage	V_0	éponger I
adresser 1	Syn_∩	exprimer a
épouvantablement II	A_0	épouvantable II
épouvante	A_1	épouvanté
épouvante	Able_2	épouvantable I
épouvante	Caus_2Oper_1	épouvanter
épouvanter	S_res	épouvante
épouvanter	Able_1	épouvantable I
épouvanter	A_2Perf	épouvanté
épouvanté	Syn_∩	effrayé I
éprouvant	Syn_⊂	difficile 1
éprouvé II	S_2	épreuve 1 I
éprouvé II	A_2	éprouvant
épuisé I	Syn_∩	tari
valoche	Syn	valise I
épuisable	Anti	inépuisable
inépuisable	Anti	épuisable
épuisement II	A_1	épuisé I
épuisement I	V_0	s’épuiser
s’épuiser	S_0	épuisement I
s’épuiser	A_1Perf	épuisé I
s’épuiser	Able_1	épuisable
équatorial	S_0⊃	équateur
meunier	Syn_⊃^sex	meunière
meunière	Syn_⊂^sex	meunier
déséquilibre I	Anti	équilibre I
déséquilibre II	Anti	équilibre I
équilibre II	Anti	déséquilibre II
équilibre II	A_1/2	équilibré
équilibre II	CausFunc_0	équilibrer
équilibre II	IncepFunc_0	s’équilibrer
chéneau	Syn_⊂	gouttière I
fouetteur N	Syn_⊃^sex	fouetteuse
fouetteuse	Syn_⊂^sex	fouetteur N
fouetteur Adj	S_1Pred	fouetteur N
fouetteur Adj	S_1Pred	fouetteuse
allusivement	Anti_∩	franchement I
adorable 2	Syn_∩	charmant 2
adorable 2	Adv_0	adorablement
couscous I	Syn_∩	semoule
endormissement	V_0	s’endormir I
étirer II	A_2Perf	étiré
étirement	V_0	s’étirer II
semoulier Adj	S_0	semoule
extinction	V_0	éteindre I
éteint I	Anti	allumé I
extension I.2	V_0	étendre I
stellaire	S_0	étoile
étoilé	S_1^usual	ciel I.1
astre	Syn_∩	étoile
astre	Gener	corps céleste
astre	A_0	astral
pizzaiolo	Syn_⊃^sex	pizzaiola
corps céleste	Syn_⊃	astre
corps céleste	Syn_⊃	étoile
corps céleste	Syn_∩	objet I.2
astral	S_0	astre
pizzaiola	Syn_⊂^sex	pizzaiolo
étouffer II.2a	Able_1	étouffant
étouffer II.2a	Conv_2	étouffer II.2b
étouffer II.2b	S_0	étouffement II
étouffer II.2b	Caus	étouffer II.2a
étouffement II	V_0	étouffer II.2b
étouffé I	Syn_∩	asphyxié
étouffement I	V_0	s’étouffer
s’étouffer	S_0	étouffement I
cheeseburger	Syn_⊂	hamburger
étourdi Adj I	S_0Pred	étourderie
étourdi N	Syn_⊃^sex	étourdie
étourdi N	Syn_∩	tête de linotte
étourdie	Syn_⊂^sex	étourdi N
étourdie	Syn_∩	tête de linotte
étourdi Adj II	Syn_∩	groggy I
étourdir	S_res	étourdissement
étourdir	A_2Perf	étourdi Adj II
étourdissement	A_1	étourdi Adj II
étourdissement	Caus_2Oper_1	étourdir
s’étourdir	Syn_∩	s’oublier
s’étourdir	Syn_∩	se laisser aller
étrangeté I.1	Cf	anomalie
étrangeté I.1	Syn_∩	excentricité 1 I.1
étrangeté I.1	A_1	étrange
étrangeté I.1	S_1	étrangeté I.2
étrangement	A_0	étrange
étrangement	Syn_∩	bizarrement
étrangement	Syn_∩	curieusement II
imparité	A_1	impair Adj I
autochtone N, masc	Anti_⊂	étranger N I
autochtone N, masc	Syn_⊃^sex	autochtone N, fém
autochtone N, fém	Syn_⊂^sex	autochtone N, masc
autochtone Adj	S_1Pred	autochtone N, fém
autochtone Adj	S_1Pred	autochtone N, masc
étrangère I	Syn_⊂^sex	étranger N I
étrangère I	Anti_∩	autochtone N, fém
maths	Syn	mathématiques
étranger Adj I	S_0	étranger N I
étranger N I	A_0	étranger Adj I
étranger N I	Anti_∩	autochtone N, masc
étranger N I	Syn_⊃^sex	étrangère I
couscous II	S_1	couscous I
étranglement	V_0	étrangler
erroné	Syn_∩	faux Adj IV
strangulation	V_0⊃	étrangler
mathématicien	Fem	mathématicienne
mathématicienne	Masc	mathématicien
éternellement	Syn_∩	perpétuellement
mathématique Adj	S_0	mathématiques
ajouter I.2	A_2Perf	ajouté 2
ajouter I.2	S_0	ajout I.2
ajout I.2	V_0	ajouter I.2
alcoolique Adj 1	Syn_∩	ébrieux
alerte III	Syn_∩	avertissement 2c
alerter II	Syn_∩	mettre la puce à l’oreille
amandier	Gener	arbre
amandier	S_1	amande
causant	Syn	causeur
étrangleur	Syn_⊃^sex	étrangleuse
éternité	Syn_⊂	durée
étrangleuse	Syn_⊂^sex	étrangleur
s’étrangler	Syn_∩	s’étouffer
